ID,Type,Utterance,Dialog_Act,Dialog_Act_1,Emotion,Dialog_Act_Label
194_57,P,Maybe like a six or seven,id,,-,0
194_58,T,Six or seven? Why a six or seven and not a four or five?,irq,,0,1
194_59,P,"Well, because I don't want to stay like this. And, you know, I've already talked to her before. She was really nice. So I wouldn't mind going back to her and she told me you know, when I saw her last time, if I ever needed I could come back",id,,1,0
194_60,T,So it sounds like you've got a connection there already. That's really good. Does that sound like something you're ready to do then and maybe make a plan about that?,gc,yq,0,3
194_61,P,"Yeah, I can definitely check with her and see if she can see me again yeah. ",yna,,1,5
194_62,T,"Well, that's okay. Then it would it be alright, if we talked a little bit about the exercise? I know you. So that didn't really sound like an option for you at this time and that's perfectly fine. Only you can make those decisions Alvina. But if it's okay, I wanted to give you a little bit of information about exercise and its effect on the brain.",gc,,0,3
194_63,P,Okay.,ack,,0,6
194_64,T,Exercises is again in a number of studies has been shown to be as effective as prescription antidepressants.,gc,,0,3
194_65,P,Okay. I didn't know that.,ack,,0,6
194_66,T,"Yeah, it actually raises serotonin You heard about serotonin. ",gc,,0,3
194_67,P,Yeah.,ack,,0,6
194_68,T,"Happy hormone. Yes. So it actually raises serotonin and also something called BDNF, which is, well, it doesn't really matter what it is, but it helps actually your your brain actually grow and help repair itself. So exercise can help in lots of ways by improving serotonin and decreasing stress certainly in and actually improving the quality of sleep. How does that sound at this point?",gc,irq,0,3
194_69,P,"Well, if I try to exercise and if I call her to talk to her again, does that mean I don't have to be on the medication Right now we can try that.",id,,0,0
194_70,T,"Absolutely. Again, those are yours, your decisions and I'm, I'm here to really support you in those if those sound like things that you might be willing to do, I'm, I'm all for it.",gc,,0,3
194_71,P,I'll try them on the medication. I have some friends exercise and workout I could probably call and exercise with them.,gc,,-,3
194_72,T,So you have some friends that are already involved in an exercise program? Yeah. Is this something you talk with them about and that you possibly could get into that group?,ynq,,0,4
194_73,P,"Yeah, I have friends that run and friends that go to the gym. I have some friends that walk after work.",yna,,0,5
194_74,T,So it sounds like a wide variety of things that you could do.,ynq,,0,4
194_75,P,Yeah.,yna,,0,5
194_76,T,Which of those tend to interest you most?,irq,,0,1
194_77,P,"Well, and then also, you know, my church on the weekends, they have exercise classes, too. So, yeah, but I think I guess I don't have energy really to exercise but I'll try it, but I'll definitely call the person I had talked to a mom passed away and I'll do that right away.",id,,-1,0
194_78,T,"Very good. Well, I think it sounds like this is an important for you to feel better. And it sounds like you're really ready to kind of make a plan. How do you see this fitting into your Life at this pointagain, kind of getting back to the counseling and, and the exercise.",gc,irq,0,3
194_79,P,"Well, when I saw her, I could see her after work. So I can call her and see if I could still see her after work for therapy, and exercise. And I can do that, you know, after work or on the weekends, my friends, they exercise various time. So, yeah.",id,,0,0
194_80,T,"Let's talk a little bit more about that Your say on a scale, if we can do another one of those scales, zero being confident that you could start an exercise program. Zero being not very competent at all and 10 being very confident. Tell me where you are in this exercise thing.",gc,irq,0,3
194_81,P,"Honestly, maybe five and I'll try it. Anything if if I have to do that, so I have to go on medication, then I'll try it. Okay.",id,,-1,0
194_82,T,That sounds like a pretty strong commitment.,gc,,0,3
194_83,P,"Yes, I'll try it.",ack,,0,6
194_84,T,"Okay. And tell me a little bit more about your plan for exercise at this point, then.",irq,,0,1
194_85,P,"Well, you know, my friends have been calling, but you know, I'm just sleeping all the time. So when they call I'm sleep, so I haven't really call them back. But I, you know, I can just return their calls and just let them know, I'll want to meet up with them. And, you know, at least maybe just start walking.",id,,-1,0
194_86,T,I think that's a great decision. You have a couple of friends in mind that you could call.,gc,,0,3
194_87,P,"Yeah, have real close, close friends that lives not too far from me. Yeah.",gc,,-1,3
194_88,T,So tell me how to tell me about a plan that you would think could perhaps get you going with with the exercise.,irq,,0,1
194_89,P,"Well, I probably shouldn't come home. I probably would need to call one of my friends and make a plan to maybe walk after work and take a change of clothes and maybe drive to one of my friend's house after work and change with her. ",id,,-1,0
194_90,T,So it would be difficult to do it in the morning. You don't see that happening,irq,,0,1
194_91,P,"No, because it's so hard when I get up in the air. I'm so tired that I can't. I can't say do it in the morning.",id,,-1,0
194_92,T,Do you think it would be easier to do it after work?,irq,,0,1
194_93,P,"Because I'm already out Yeah, as long as I don't come home, come home I just Want to go to sleep ",id,,0,0
194_94,T,come home its over?,gc,,0,3
194_95,P,"Yeah, yeah.",ack,,0,6
194_96,T,"All right. Well, good. It sounds like we have a plan for the counselor. And when you check out today, I'll put this in your record. And that will want to get in touch with the counselor that you work with when your mom was going through. ",gc,,0,3
194_97,P,Okay,ack,,0,6
194_98,T,her passing in the grief situation and then I'll want to depend upon you to call your friends and then get involved in the exercise program.,gc,,0,3
194_99,P,"Okay, I'll try that.",ack,,0,6
194_100,T,"Alright. And if it's okay, I'd like to call you in a week to one, see how you're feeling and two, if the exercise is helping, you may really find that after you give the exercise a good trial, you may actually look forward to it. Because my hope is that will actually help you feel better and improve your mood. And then I would also like to see you back in two weeks, just to check on things now. We've talked about exercise department, we've talked about medication not being on the table at this point. But I want you to know, you know, you can call anytime, and I will work to get you in. And that might be something that we need to do if if our plan is not working. ",gc,,0,3
194_101,P,Okay.,ack,,0,6
196_0,T,"Welcome, Kayla. ",gt,,,2
196_1,P,Thank you.,gt,,,2
196_2,T,Thanks for coming today.,gt,,,2
196_3,P,Can you briefly tell us what services as a Adelaide counseling practice had to provide?,ynq,,,4
196_4,P,So what role do counselors play in the provision of those services?,irq,,,1
196_5,T,"Okay, they app counselors provide services to clients all over LA. And they provide the city offices with offices in the western suburbs. But we also allow our counselors to go to the residents of our clients and my boss is no boss. Yeah. And that that's working out to be beneficial because a lot of clients don't feel comfortable coming to places where they can be still saying.",id,,,0
196_6,P,So what do you see as being the skills and knowledge that arpc graduates have demonstrated in the delivery of places?,irq,,,1
196_7,T,"Yeah, I feel that there's an amazing amount of information that comes from the AAPC diploma. We constantly use many of the articles and the actual forms that were used in the studies throughout the diploma, for instance, the personality profile that really helps our clients To understand what the personalities are and how that can be within a relationship, we also use the five types of conflict, don't see in the readings that allows us to explain to clients that there's different types of conflicts and how they can upset a relationship. So we use a fair amount of the information that came out is that one that really helps benefit our clients. ",id,,,0
196_8,P,Okay. So how does the skills that our students have benefit at Adelaidey counseling practice?,irq,,,1
196_9,T,"It's a benefit because they're there. They're all unique in their sorry, they're all uniform. When it comes to what Adelaide counseling practice needs, we like to know that we have uniformity in our counselors. And we know that the AAPC can offer that because we've all learned the same base units and then when it comes to the actual majors, that Some of the staff that we have taken on, they can also add to the fall of the year for the service of",id,,,0
196_10,P,the Advanced Study majors in conjunction with a diploma is an additional benefit.,id,,,0
196_11,T,Absolutely.,ack,,,6
196_12,P,Excellent. And kinda would you consider continuing to source positions for your projects practice with graduates on iopc?,ynq,,,4
196_13,T,"Without a doubt, yeah, there we haven't had any issues with the people that we've taken on board. They've all been professional and well educated and fantastic with our clients.",yna,id,,5
196_14,P,"Excellent. Thank you. Is there anything else you'd like to add about course, all the students have registered?",ack,yq,,6
196_15,T,"I truly believe that this course amongst others that I've resource before I didn't give the actual diploma has to be the most in depth to have actually seen, even to the point where I'm now doing a psychology degree and I don't believe that with the psychology degree would have the confidence to counsel clients because it doesn't actually show you how to practice, whereas the diploma shows you exactly how to practice. ",id,,,0
196_16,P,So the confidence to actually work with clients face to face comes from during the deployment.,id,,,0
196_17,T,Absolutely. Thank you.,ack,,,6
196_18,P,"Well, thank you very much for your time today. ",gt,,,2
196_19,T,"Thank you, Carol.",gt,,,2
196_20,P,That's good. Thank you.,gt,,,2
197_0,T,"Alright, Hi Sandra. Well, we have about half an hour together to sign and how are you feeling right now? What's your awareness? There's a bit of a kind of the situation is different from last time.",gt,irq,,2
197_1,P,"No, I'm still feeling the same. just just just a little frustrated at the moment. That's all.",id,,,0
197_2,T,What is it the frustation like for you?,irq,,,1
197_3,P,"It's just tight feeling that I have I just experienced, it's difficult to put into words but just it just doesn't feel good.",id,,,0
197_4,T,So let's shift it to body where in your body you feel this type feeling?,irq,,,1
197_5,P,"I think it's, it's in my chest. ",id,,,0
197_6,T,"So that's a hot area, feeling around the heart. And what is there in that heart and you pay attention to that, that area in your heart? What What do you find? What sort of thing?",irq,,,1
197_7,P,"Yes, it's just really just a compressing feeling. ",id,,,0
197_8,T,"I noticed that you have been saying it when you talked about your feelings. And I would like to suggest if you can say instead of being it, and see what happens in your body so go ahead",id,,,0
197_9,P,"You actually want me to say, okay, yes. My chest feels very tight. I feel very frustrated, angry, angry.",id,,,0
197_10,T,"So that's what's coming up frustration, anger. So what are you doing this moment with your anger as you said to me right here to chest this moment?",irq,,,1
197_11,P,just accepting it,id,,,0
197_12,T,"once you accept that anger inside you, what else do you do with that anger having accepted?",irq,,,1
197_13,P,it's it's just noticing you're saying it again.,id,,,0
197_14,T,"Use the word Hi. It's a thing that to acknowledge this is, you know, something out there, we do a lot Something very strong. So it's a safe way to put it. But if you say I feel angry,",id,,,0
197_15,P,I feel angry.,id,,,0
197_16,T,But who do you feel angry at?,irq,,,1
197_17,P,My ex husband,id,,,0
197_18,T,You ex husband?,irq,,,1
197_19,P,"Hmm, yup",id,,,0
197_20,T,"Sandra, having just explore some of your feelings around the situation you have, I'm going to suggest that you speak to Jeff on an empty chair. This may be a little uncomfortable. But it helped me to facilitate a process where I become an observer, and you'll be in dialoguing with a party that you are actually having to deal with. And I'll be facilitating for you the process and then pointing out some of the things that we could do to change process okay. It's been Jeff and your imagination that the massive Jeff we're here. I'll bring a chair. Okay. Welcome, Jeff. I mean I welcome Jeff. And, and there's Jeff. Imagine his face looks like how you remember him and bring him in and your fantasy. And then when you're ready to just say whatever comes to you at that moment, this moment spontaneous.",id,,,0
197_21,P,"Jeff, I feel very frustrated about the situation that you have left me and the children in. I think you understand how hard it is at times and the things that I have to explain to them about about this situation. It bothers me that you don't go out of your way to spend extra time with the children and I really believe that in the future, they, they will come to, to really resent that and, and not look at you as as their father, I, I honestly can't understand why you don't want to spend more time with them. And irrespective of what's happened between between us and and you moving on and, and so forth. I just don't think that that your children and my children should really suffer in that way. we'd like them to have as as normal a life as possible and, and be able to, to be with both of their parents and why you know what is so important rather than them wanting to be with them. It's it's just very hard. ",id,,,0
197_22,T,"Okay. Okay, so there's a kind of question you understand why this happened, etc. Right? So what next thing we'll do, you'll sit over there, and you will be Jeff and see what Jeff can answer to you as to where he is at. That maybe a little bit difficult But let's do a dialogue as if he were he's not here anyway. ",id,,,0
197_23,P,Yeah.,ack,,,6
197_24,T,"So we'll, we'll be having a dialogue between Jeff, imaginary Jeff, and you in the present here and now. Okay. And what is what is he saying? I know they're the hurts and frustration a but any appreciation that he still cares for these children as a father.",id,irq,,0
197_25,P,"I really don't have any appreciation for that because the reason the reason that you've given that you're busy, like I'm busy in my life and I still give our children priority, they still take precedence in my life. And I just don't think that that, that that's right ",id,,,0
197_26,T,Actually what kind of father you should be for the children?,irq,,,1
197_27,P,"You should be proactive in wanting to save them. And I wouldn't mind if you wanted to see them more than then what we have agreed is there are times when when you Want to do something spontaneous and and see then then then feel free to contact us and, and see if it's okay.",id,,,0
197_28,T,"Sounds like a very good idea. Good offer you Jeff, are you prepared to take that off for the kids sake? Its great go your way what's what's going on here? The contracts happening okay. Seems Parties seem to be agreeing began to agree to something important. That's the children. So children will not suffer, they will actually benefit from that agreement, if you two can really, really come to a mutual agreement to what, how we're going to take care of the children. Because the thing no matter how, in my view, no matter how people live together as a couple separate together, the contract life countries, I'm still my father to my children as a mother as much as we could only get that anger out frustration out, we can come to an agreement as to how we're going to work together and even if you don't, they don't live together. We would live for the with the kids they'd be happy. Does that make sense to you?",id,,,0
197_29,P,Yes.  This is in a counseling session. And He hasn't really participated in informing his contract.,id,,,0
197_30,T,"But you hear that this happened for you. And you've done it. So is there something that the now you have that you can begin to negotiate with him, no matter how he is? Because there's now a new realization that the children need that. Father and Mother. How's that for you? ",irq,,,1
197_31,P,"Yeah, maybe I just need to let him know that And just extend the invitation of having more time out there. Yeah. Yeah,",id,,,0
197_32,T,you're good at that. You're very good. Who's watching you working here? You're very good at creating contracts and very clear about what you want. And it's a question of how you can the two parties can get to that agreement together. What do you think?,irq,,,1
197_33,P,Yeah,ack,,,6
197_34,T,"Great, because that's, this is a rehearsal for what's going to happen.",ack,,,6
198_0,T,"Okay, Marsha, so how can I help you today?",gt,irq,,2
198_1,P,"Well, I'm working full time. I'm part time student. I've just gotten engaged, and I live at home. There's just so much stress in my life, everything happening all at once. Just to top it all off I failed an exam, a really big exam. And I just feel like I can't do anything anymore. I can't do anything, right. I've just got so much stress, and I feel like such a disappointment, such a failure and embarrass my family by failing. Yeah, I just don't know what to do anymore. And I guess I come here today to Tell you like, Oh, I want to leave uni I guess that's why Coming to you today. ",id,,,0
198_2,T,"Okay, so it sounds like a whole lot of stuffs on top of you ",irq,,,1
198_3,P,Yeah that's so much just piling on me,id,,,0
198_4,T,"So you're working full time part time study, and then you've got your wedding preparations.",irq,,,1
198_5,P,"Yeah, just got engaged and weddings just a month away now. So yeah, so just got so much happening. Work is really demanding. Yeah, I just found this exam. It's just, yeah. All too much. ",id,,,0
198_6,T,So Imagin you've been sweating on this for a while and it's all been swirling around in your head,gc,,,3
198_7,P,"just been building up and so much pressure with everything and I'm living at home so my parents You know, a lot of pressure need to do everything right. And, and by failing this, I feel like I've just embarrassed them and disappointed them and I just don't feel like I'm good enough to go on Studying.",gc,,,3
198_8,T,Okay. And have they said much to you about filing exam?,irq,,,1
198_9,P,"They haven't said much. I was really scared to tell them actually because I knew they just be so disappointed and disinterest by the fact that I did fail. Yeah, I've never failed anything before. And so Yes. Really hard.",id,,,0
198_10,T,Yeah. So it's new and you don't like it at all?,irq,,,1
198_11,P,Not at all. I think leaving uni will just be the way out just so I don't have to go through it again.,id,,,0
198_12,T,"Okay, well, I'm glad you've come to counseling, because it's good for us to get an outsider's opinion when we've got so much on our plate, and we confused as to what to do and our emotions can get in the way. And you just said earlier that a whole lot of stuffs on your plate at the moment. Okay. So I'm glad you've come here. Here with the clinic We use the ABC model, which is a cognitive behavioral therapy model. So Marsha, some counselors have put together a list of beliefs that we often use. And we don't realize that we're using those beliefs and they tend to be faulty ones. Here's the least here. Have a look through that to see if there are any beliefs that you might be operating on at the moment.",gc,irq,,3
198_13,P,"I think number two,",id,,,0
198_14,T,okay. Read that one out for me,cmd,,,7
198_15,P,that it's necessary to have a high degree of uncertainty in order to be happy and perform well.,cr,,,8
198_16,T,Yeah. You mentioned that,ack,,,6
198_17,P,Number 4 that it's necessary to be competent and successful in all those things which are attempted.,id,,,0
198_18,T,"Hmm yeah, that's an expectation from your family. ",ack,,,6
198_19,P,Yeah. Possibly number eight. That loss should be entirely pleasant ending And enjoyable that any frustration discomfortable pain would be unbearable.,id,,,0
198_20,T,Hmm. Yeah. Which one of those stands out the most for you at the moment?,irq,,,1
198_21,P,Umm probabily number 4. Yeah.,id,,,0
198_22,T,"How would you put that, in your own words?",irq,,,1
198_23,P,That I need to be successful all the time andeverything that I do.,id,,,0
198_24,T,Hmm.,ack,,,6
198_25,P,Yeah.,ack,,,6
198_26,T,And is that different from what's happening in your life at the moment?,irq,,,1
198_27,P,"Well, failing that exam I mean, I wasn't successful with that. So yeah, it just throws out I guess even number two, because throw that all the order in my life. I'd need to have everything. I need to know what I'm doing where I'm going. Yes.",id,,,0
198_28,T,"Okay, so if number four is an expectation that your family has given that you have of yourself How do you measure up next to number four?",irq,,,1
198_29,P,I don't feel like I'm good enough.,id,,,0
198_30,T,"Okay. All right. Well, what I'd like to do is, is put some of those ideas on the board under the ABC. And I'll explain as we go along. ",gc,,,3
198_31,P,Okay.,ack,,,6
198_32,T,Okay. So what do you think the trigger point might be or the activating event for you at the moment?,irq,,,1
198_33,P,"I mean, there are a lot of things, but I think, obviously filing the exam was the main one.",id,,,0
198_34,T,"All right. And, and the consequences, you thinking of leaving uni. And, and that statement you made earlier about? Yeah, that's, that's the one. That's the crucial one, and I'll explain it shortly when I get up to the board. ",gc,,,3
198_35,P,Okay.,ack,,,6
198_36,T,"Okay, I think I'll put it up there now for you so we can work through that. So Marsha, the activating event, which is what you stated earlier And the kind of decision that you're thinking about is ",gc,,,3
198_37,P,leaving Uni?,irq,,,1
198_38,T,That's right okay. So it's important that we consider the jump from here over to here. And the kind of thinking that you've been swirling around in your head affects the consequence. And you've mentioned earlier that number four seems to fit. And you put that in your own words. What are your words before?,id,irq,,0
198_39,P,That I'm not good enough.,id,,,0
198_40,T,"It's really important for us to consider that kind of thinking, hmm. Okay, Marsha, it's good that we've got those things on the board. And what I'd like to do now is focus, stepping out a bit from your situation and looking, looking at it from another point of view. To me, it sounds like you've, you're doing a whole lot of things really well. Can you list all of the things that you're doing really well?",id,irq,,0
198_41,P,"I'm working, It's a really demanding job, You know, keeping up with it. I guess. Things that my fiance I mean, we're engaged. So planning the wedding That's going really well. It's stressful, but it's going well.",id,,,0
198_42,T,And all of you other university subjects?,irq,,,1
198_43,P,"Yeah. never sold anything before. This is the first time I guess all the other subjects? Yeah, yeah.",id,,,0
198_44,T,And you're succeeding in all of those things together?,ynq,,,4
198_45,P,Yeah.,ack,,,6
198_46,T,You're juggling it. And it's a lot on your plate at the moment. But it sounds like you've been able to cope up until this point of the one exam.,irq,,,1
198_47,P,Yeah. This one just threw me off balance. just failing.,id,,,0
198_48,T,"So, would you describe yourself as successful most of the time?",irq,,,1
198_49,P,"Yeah, Most of the time",id,,,0
198_50,T,Yeah. And what's the evidence for that?,irq,,,1
198_51,P,passing all my fans all the time. I'm just passing my subjects not getting that full time job. It's a great job that I'm doing. I'm getting married.,id,,,0
198_52,T,"Yeah, that's right. Yeah. So how do all of those successes compared to that belief that you've written that I've written on the board for you?",irq,,,1
198_53,P,"I guess in comparison, I am good enough.",id,,,0
198_54,T,"Yeah, that's right. Yeah. And all the evidence is there. All of the subjects that you've passed in first year, and now second year. year round, full time job. That's a success. Yeah, it's great. Yeah. Good. Okay. Well, what I'd like to do is get you to write that on the board to dispute that belief. Okay. Yeah. Would you do that?",ack,irq,,6
198_55,P,Alright,gc,,,3
198_56,T,Well done last That's a powerful statement. What kind of decision goes along with that?,irq,,,1
198_57,P,Staying at uni.,id,,,0
198_58,T,Good. Okay. Knock that on the board first.,gc,,,3
198_59,P,Okay,ack,,,6
198_60,T,"Alright, that's good. Good. Okay. So you've made a bit of a decision, haven't you?",ynq,,,4
198_61,P,Yeah.,ack,,,6
198_62,T,Okay. Tell me about it. Does it feel like okay?,irq,,,1
198_63,P,Yeah. I feel like I should stay.,id,,,0
198_64,T,Okay. Why is that?,irq,,,1
198_65,P,"I can try again. Everything doesn't have to be 100% all the time. Good. Good. Yeah, I mean, I could reset the exam. ",id,,,0
198_66,T,"Okay, yeah. Yeah. And we've talked about all your successes. Yeah. So it's hard now to believe that top statement that I'm not good enough.",gc,,,3
198_67,P,"Yeah, I mean, I am good enough compared to all the things that you helped me realize with all the successes that I've had that I am good enough. Yeah. Good.",gc,,,3
198_68,T,"Okay. And so, this idea about staying at uni.",irq,,,1
198_69,P,"Yeah I will stay. I am good enough. So I'm sure I can give it another go and see how it go from there. I can reset the exam, and I'm sure I'll be fine.",id,,,0
198_70,T,"Okay, good. Okay. What I'd like you to do is to keep saying that statement. I am good enough to say it in front of the mirror two or three times a day, so that you build up your confidence, because it's going to take some time to reprogram you confuse it or up here with that kind of positive belief of about yourself, rather than carrying around that other belief. And we tend to carry those other beliefs for years and years and years. And so it's going to take a bit of work on your part to deliberately change your thinking and change your belief system. But you've made a great start here today. So congratulations.",id,gt,,0
198_71,P,Thank you,gt,,,2
199_0,T,"Well, that's the housekeeping finish with Kathleen. So perhaps you'd like to tell me a bit about what brings you here today?",irq,,,1
199_1,P,"Well, actually, Wendy, I'm having a lot of trouble coping with with my job. The hours are working are supposed to be 830 to 330. And lately, I've just got so much work given to me. I'm having difficulty getting through the whole day with it. And I've got a couple of teenage boys that I pick up after school every day because he's so naughty. They're not allowed to go on the bus. And so I've made my hours 830 to 330. So I give them a chance to Get out of school and then at 330 on on supposed to be there to pick them up. But lately, it's been later and later on getting there sometimes 430 the other day was five and the boys were just the naughty boys you notice and and they're everywhere. They're all over the school they're getting into trouble and and then I'm late home preparing dinner for my husband and then he gets annoyed and on it goes, it's getting too much. ",id,,,0
199_2,T,So you're supposed to finish at 330 Why do you think you're not finishing it through 330?,irq,,,1
199_3,P,too much work? And here's what's happening. We'll we'll do one dog work in a doctor's surgery. I don't know if I mentioned that. One doctor employed me but there are four within the practice. And I'm doing work for all of them when really I should only be doing work for one,id,,,0
199_4,T,"right, So that's really the problem that we'll get You work and there's no way you can fit into the the times that you were employed to work. ",id,,,0
199_5,P,"No. And I just can't say no to them, but they put the they put the work in my in tray. And then and then it's not get into my head try and write those fallen. It's there the next day in. And it's It's just all too much for us. ",yna,id,,5
199_6,T,I can see that I can see you're getting quite stressed about it. So have you had any thoughts about anything you might be able to do about this? Kathleen? Is there anything you think you could do?,ynq,,,4
199_7,P,"Well, apart from just I don't I don't believe it's such a good job, but I'll probably have to, I'll have to, I'll have to tell some. I'll have to tell her. I think I'm gonna have to tell her ",id,,,0
199_8,T,so you really do feel that you need to talk to the boss that includes you and explain what the problem is. Is this something you feel comfortable about doing?,ynq,,,4
199_9,P,"No, no, no, no. Oh, she's easy and And she is lovely and I just thought I don't I don't want to annoy her. ",yna,id,,5
199_10,T,"Okay, because she was lovely there. She says, Do you think that if you were able to go and talk to her, that she'd actually be quite receptive to listening to you?",ynq,,,4
199_11,P,"Well, of course she, wouldn't she",id,,,0
199_12,T,"okay. What I'm going to suggest Kathleen is that we do something called a role play. And what that is, is that we act out the situation, whatever it is. And in your case, it's going to be you going and talking to your boss and trying to explain to her that you've got a problem trying to fit your work into the house, which is supposed to be working. So you'll be playing, you end up playing your boss. Now, obviously, you're not going to get exactly the same responses from your boss that you'll get from me today. But it does give you a chance to think about the way you might approach it, to practice it, and to get a response that you can then react to and practice your way through a possible scenario. And what this could do happily Give you a bit more confidence about the swing. ",id,,,0
199_13,P,What do you put in a?,irq,,,1
199_14,T,"Well, we practice it right now. Oh, I can, what we'll do is, you'll be you. And I'll be the doctor that you're going to see. Let's just think about a couple of things to get it started.",id,,,0
199_15,P,"So I pretend that I'm going to be coming into her tutorial. Okay, ",id,,,0
199_16,T,"well, what do you think would be the best time of day to do it? Oh, topic day",irq,,,1
199_17,P,"time of day. I'm so busy so busy during the day, I'm probably early morning might be the best first first thing in the morning. ",id,,,0
199_18,T,Sounds like a good idea because then you don't have to worry.,id,,,0
199_19,P,That's true.,ack,,,6
199_20,T,"Okay, so have you had any got any thoughts about what you might say? How are you going to introduce?",irq,,,1
199_21,P,"I suppose I could say to her, is this a good time to talk? ",id,,,0
199_22,T,That's fantastic.,ack,,,6
199_23,P,Okay,yna,,,5
199_24,T,"because that gives her the chance the opportunity to say well, No, it isn't. Could you come in five minutes. I'm sorry. Oh, Go straight into it. That's really good. Okay. Should we give it a try? ",ynq,,,4
199_25,P,Okay. All right.,yna,,,5
199_26,T,"So I'm gonna get you to stand up and pretend that you knocking on the doors that what you do. Yes, yes. All right. So I want you to get out and just do that and then come back in as if you're having to see your boss and the boss to tell me what to ",id,,,0
199_27,P,do the role plays out.,id,,,0
199_28,T,yeah,ack,,,6
199_29,P,Okay. Now good time to talk.,id,,,0
199_30,T,"Yeah, sure. Good, thank you.",ack,,,6
199_31,P,"Well, the problem is Marianne on on having I'm having problems coping with my workload at the moment, mainly because it's putting me here, too late in the afternoon. Remember when you first put me on miles were 830 to 330 as well. No, I'm finishing later and later 430, sometimes 5 I've got too much work and a lot to finish on time because I have to pick them up from school and you know what they like. So I'm just wondering if if we can work well ",id,,,0
199_32,T,"obviously you're employed 830 to 330  Kathlleine hours we want you to work so we don't want you working back so first of all, this is important that you know that we want you to leave at 330 and that's what I want you to do. But from what you're saying the work you're being given doesn't fit into those hours",id,,,0
199_33,P,I don't know,yna,,,5
199_34,T,what's happening here I'm getting too much work from the other doctors,id,,,0
199_35,P,All right i don't know i don't think you're not but I didn't think that I'd be getting work of four because this doctors here and is only doing your work.,id,,,0
199_36,T,I think I've got the picture.,id,,,0
199_37,P,I don't I don't like saying no to them though.,id,,,0
199_38,T,"I'm glad you came to me. I really need this job. Look. I'm really glad you came to see But obviously 830 to 330 is not enough. It's a long day, early as you're supposed to work. So I need to have a look into this and see what's going on. ",id,,,0
199_39,P,"It's only half my day. The other half starts when I pick my boys up. And they say naughty they are they are really well, certainly",id,,,0
199_40,T,"Kathleen. Yes, I'll have a look at it. But I want you to make sure that you do leave at 330 every day.",id,,,0
199_41,P,"Well, I think because I've done that little rolle play feel a little bit better probably gone and seen the doctor will  help",id,,,0
199_42,T,"Obviously the responses that I gave are not going to be the ones you'll get from doctor because she is sure this is what she said she. So there'll be something similar, but the important thing is, I think, to work out that first opening gambit, isn't it and it's true and to do that, and then flow on so That's something I want you to think about. Perhaps a few. You guys come and see me next week and about a week perhaps.",ack,,,6
199_43,P,I have to sit home.,id,,,0
199_44,T,"Well, let's look at it. What I'd like you to do is think about what we've done today. Yes, but but don't don't. Don't overdo it don't sort of keep it down for your mind. Well, exactly. That's what I was going to say. I can see that you're getting a bit, too.",id,,,0
199_45,P,I don't like confrontation. I don't like telling people what to do.,id,,,0
199_46,T,"I know. Yeah. So having the right words is a help. That will help you to get a bit of confidence there. But importantly, I think we need to relax a bit, don't we? And there are some very simple relaxation exercises that I can teach you that I'd like you to go away and practice. So that horrified by next week when you come, you'll practice those relaxation exercises, because they have things that you can use anyway in any situation. I'll tell you what I know you don't have to lie on the floor. Not for these because that's not very practical before you go see your boss. So, what I suggest is we look at you coming back in a week's time and your practice the relaxation exercises, we'll go through them again, and we perhaps do another role play and then maybe we might be ready to go and do it for real. What do you think? ",id,,,0
199_47,P,"Okay, that's that sounds good. I feel a little bit more relaxed just thinking about that actually.",id,,,0
2_0,T,"You okay now kind of taking a look at some of your thinking and situation from that point of view, okay. Some things kind of stand out for me and hearing you talk about what's been happening and your feelings I can appreciate. It's really painful. And I would say to the reader that you can step back and try to look at the thoughts. I think that you'll see it's it's helpful although I know It's a little difficult or unusual to separate feelings from thoughts sometimes. But I'd like to try to kind of distinguish between the two. Okay. You said that you've been at your job for about five years. You really like your job. So tell me about your job, like kind of how you felt about it, but frame it in a time before this ever happened.",id,,,0
2_1,P,"I like my job because I felt like I was helping people. So it was meaningful. And, you know, when I went there, Time went by fast. So it was kind of like, I was enjoying myself, you know, not super fast. I wasn't having the best time of my life, but it was something where I would go and you know, I felt like I was doing something important and the day didn't drag on and, you know, I got along with my co workers and that kind of thing. So it felt meaningful to me. meaningful.",id,,2,0
2_2,T,"So you remember accomplishing things at that job that you felt benefits society, the people you help.",irq,,,1
2_3,P,"Yeah, I feel like, you know, doing my job, I got to know people, you know, help people out with things that they needed. You know, when things were bad I could, you know, get kids out of situations that were really dangerous for them and, you know, no one else was going to do that for them. So I felt like I was the kind of person that was making keeping people safe. I guess.",id,,,0
2_4,T,You kept people safe. And you had a lot of satisfaction from the work you did. And now doesn't feel that way?,ynq,,,4
2_5,P," Now, not at all. ",yna,,-1,5
2_6,T,"When you described it, it almost sounds like you talked about how you're afraid of making a mistake. You're thinking about yourself in a way where you're almost risk.",irq,,,1
2_7,P,"Yeah, I was just about to say it feels dangerous. To be there like to do my job, it feels dangerous.",id,,-2,0
2_8,T,"Your your work right now even though you have this one, situations extremely stressful and hard on you. You have other families that you interact with now to you tell me about those interactions.",id,,,0
